30,2,14,False,None
36,1,14,False,None
29,-2,18,True,24.937714436090225
31,3,17,False,None
29,-2,14,False,None
14,-4,10,False,None
13,0,17,True,13.092798199171002
7,-3,19,True,-17.926739489419106
22,-1,21,True,11.861634279024619
10,-4,15,True,-9.942966025384084
38,5,17,False,None
14,-3,16,True,3.1344358221969446
5,5,21,True,48.39525119385279
27,1,12,False,None
10,5,17,True,37.613413565365434
23,1,14,False,None
33,2,12,False,None
6,3,14,True,36.13756406156776
17,-1,19,True,10.182407858780783
27,5,14,False,None
17,-3,20,True,1.8447541234982163
37,4,16,False,None
8,-1,17,True,0.618447675534844
26,5,18,True,42.50986624126364
15,-3,20,True,-0.9175319044119655
7,-5,16,True,-28.40990143771437
14,2,18,True,21.129271039194496
40,1,17,False,None
20,4,11,False,None
